School Year,Gender Description,Geo Code,Geography,Grade Code,Grade Description,Pediatric Category Description,Student Case Count,Student Enrollment Count,Prevalence,Lower CI,Upper CI ,Statistical Significance,Stability,State Student Case Count,State Student Enrollment Count,State Prevalence,State Lower CI,State Upper CI
2009-2010,Total,181,Methuen,15,Total,Asthma,435,5616,7.7,7,8.5,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,182,Middleborough,15,Total,Asthma,367,2768,13.3,11.9,14.6,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,183,Middlefield,15,Total,Asthma,10,44,22.7,8.6,36.8,Not statistically significantly different,Unstable,80440,696904,11.5,11.4,11.6
2009-2010,Total,184,Middleton,15,Total,Asthma,111,1086,10.2,8.3,12.1,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,185,Milford,15,Total,Asthma,296,2981,9.9,8.8,11.1,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,186,Millbury,15,Total,Asthma,179,1326,13.5,11.5,15.5,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,187,Millis,15,Total,Asthma,90,1047,8.6,6.8,10.4,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,188,Millville,15,Total,Asthma,42,455,9.2,6.4,12,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,189,Milton,15,Total,Asthma,354,3369,10.5,9.4,11.6,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,190,Monroe,15,Total,Asthma,NS,12,NS,NS,NS,NS,        ,80440,696904,11.5,11.4,11.6
2009-2010,Total,191,Monson,15,Total,Asthma,200,1025,19.5,16.8,22.2,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,192,Montague,15,Total,Asthma,80,718,11.1,8.7,13.6,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,193,Monterey,15,Total,Asthma,8,70,11.4,3.5,19.3,Not statistically significantly different,Unstable,80440,696904,11.5,11.4,11.6
2009-2010,Total,194,Montgomery,15,Total,Asthma,6,68,8.8,1.8,15.9,Not statistically significantly different,Unstable,80440,696904,11.5,11.4,11.6
2009-2010,Total,195,Mount Washington,15,Total,Asthma,NS,11,NS,NS,NS,NS,        ,80440,696904,11.5,11.4,11.6
2009-2010,Total,196,Nahant,15,Total,Asthma,37,306,12.1,8.2,16,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,197,Nantucket,15,Total,Asthma,77,1030,7.5,5.8,9.1,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,198,Natick,15,Total,Asthma,435,3858,11.3,10.2,12.3,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,199,Needham,15,Total,Asthma,436,4397,9.9,9,10.8,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,200,New Ashford,15,Total,Asthma,NS,28,NS,NS,NS,NS,        ,80440,696904,11.5,11.4,11.6
2009-2010,Total,201,New Bedford,15,Total,Asthma,1499,10027,14.9,14.2,15.7,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,202,New Braintree,15,Total,Asthma,14,114,12.3,5.8,18.7,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,203,New Marlborough,15,Total,Asthma,17,121,14,7.4,20.7,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,204,New Salem,15,Total,Asthma,13,104,12.5,5.7,19.3,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,205,Newbury,15,Total,Asthma,39,825,4.7,3.2,6.2,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,206,Newburyport,15,Total,Asthma,143,1774,8.1,6.7,9.4,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,207,Newton,15,Total,Asthma,879,9430,9.3,8.7,9.9,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,208,Norfolk,15,Total,Asthma,138,1416,9.7,8.1,11.4,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,209,North Adams,15,Total,Asthma,148,1155,12.8,10.7,14.9,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,210,North Andover,15,Total,Asthma,411,3874,10.6,9.6,11.6,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,211,North Attleborough,15,Total,Asthma,660,3769,17.5,16.2,18.8,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,212,North Brookfield,15,Total,Asthma,25,484,5.2,3.1,7.2,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,213,North Reading,15,Total,Asthma,170,2009,8.5,7.2,9.7,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,214,Northampton,15,Total,Asthma,292,2215,13.2,11.7,14.7,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,215,Northborough,15,Total,Asthma,194,2006,9.7,8.3,11,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,216,Northbridge,15,Total,Asthma,199,2042,9.7,8.4,11.1,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,217,Northfield,15,Total,Asthma,44,368,12,8.4,15.5,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,218,Norton,15,Total,Asthma,215,2301,9.3,8.1,10.6,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,219,Norwell,15,Total,Asthma,160,1711,9.4,7.9,10.8,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,220,Norwood,15,Total,Asthma,289,2676,10.8,9.6,12,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,221,Oak Bluffs,15,Total,Asthma,59,394,15,11.2,18.8,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,222,Oakham,15,Total,Asthma,22,213,10.3,6,14.6,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,223,Orange,15,Total,Asthma,168,955,17.6,14.9,20.3,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,224,Orleans,15,Total,Asthma,30,301,10,6.4,13.5,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,225,Otis,15,Total,Asthma,17,110,15.5,8.1,22.8,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,226,Oxford,15,Total,Asthma,111,1626,6.8,5.6,8.1,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,227,Palmer,15,Total,Asthma,240,1294,18.5,16.2,20.9,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,228,Paxton,15,Total,Asthma,25,509,4.9,3,6.8,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,229,Peabody,15,Total,Asthma,401,4745,8.5,7.6,9.3,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,230,Pelham,15,Total,Asthma,NS,118,NS,NS,NS,NS,        ,80440,696904,11.5,11.4,11.6
2009-2010,Total,231,Pembroke,15,Total,Asthma,248,2580,9.6,8.4,10.8,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,232,Pepperell,15,Total,Asthma,224,1516,14.8,12.8,16.7,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,233,Peru,15,Total,Asthma,9,85,10.6,3.7,17.5,Not statistically significantly different,Unstable,80440,696904,11.5,11.4,11.6
2009-2010,Total,234,Petersham,15,Total,Asthma,10,117,8.5,3.2,13.8,Not statistically significantly different,Unstable,80440,696904,11.5,11.4,11.6
2009-2010,Total,235,Phillipston,15,Total,Asthma,11,183,6,2.5,9.6,Statistically significantly lower,Unstable,80440,696904,11.5,11.4,11.6
2009-2010,Total,236,Pittsfield,15,Total,Asthma,531,4515,11.8,10.8,12.8,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,237,Plainfield,15,Total,Asthma,0,48,0,0,13.3,Not statistically significantly different,Unstable,80440,696904,11.5,11.4,11.6
2009-2010,Total,238,Plainville,15,Total,Asthma,191,994,19.2,16.5,21.9,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,239,Plymouth,15,Total,Asthma,680,6108,11.1,10.3,12,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,240,Plympton,15,Total,Asthma,44,330,13.3,9.4,17.3,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,241,Princeton,15,Total,Asthma,36,388,9.3,6.2,12.3,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,242,Provincetown,15,Total,Asthma,21,87,24.1,13.8,34.5,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,243,Quincy,15,Total,Asthma,735,6740,10.9,10.1,11.7,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,244,Randolph,15,Total,Asthma,494,2892,17.1,15.6,18.6,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,245,Raynham,15,Total,Asthma,128,1759,7.3,6,8.5,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,246,Reading,15,Total,Asthma,238,3149,7.6,6.6,8.5,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,247,Rehoboth,15,Total,Asthma,94,1323,7.1,5.7,8.5,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,248,Revere,15,Total,Asthma,491,4633,10.6,9.7,11.5,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,249,Richmond,15,Total,Asthma,NS,122,NS,NS,NS,NS,        ,80440,696904,11.5,11.4,11.6
2009-2010,Total,250,Rochester,15,Total,Asthma,73,741,9.9,7.6,12.1,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,251,Rockland,15,Total,Asthma,214,2042,10.5,9.1,11.9,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,252,Rockport,15,Total,Asthma,68,587,11.6,8.8,14.3,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,253,Rowe,15,Total,Asthma,11,49,22.4,9.2,35.7,Not statistically significantly different,Unstable,80440,696904,11.5,11.4,11.6
2009-2010,Total,254,Rowley,15,Total,Asthma,34,742,4.6,3,6.1,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,255,Royalston,15,Total,Asthma,16,118,13.6,6.9,20.2,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,256,Russell,15,Total,Asthma,17,212,8,4.2,11.8,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,257,Rutland,15,Total,Asthma,61,1227,5,3.7,6.2,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,258,Salem,15,Total,Asthma,386,3527,10.9,9.9,12,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,259,Salisbury,15,Total,Asthma,45,815,5.5,3.9,7.1,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,260,Sandisfield,15,Total,Asthma,NS,74,NS,NS,NS,NS,        ,80440,696904,11.5,11.4,11.6
2009-2010,Total,261,Sandwich,15,Total,Asthma,235,2597,9,7.9,10.2,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,262,Saugus,15,Total,Asthma,269,2498,10.8,9.5,12.1,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,263,Savoy,15,Total,Asthma,10,81,12.3,4.7,20,Not statistically significantly different,Unstable,80440,696904,11.5,11.4,11.6
2009-2010,Total,264,Scituate,15,Total,Asthma,200,2514,8,6.9,9.1,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,265,Seekonk,15,Total,Asthma,173,1495,11.6,9.8,13.3,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,266,Sharon,15,Total,Asthma,235,2577,9.1,8,10.3,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,267,Sheffield,15,Total,Asthma,45,336,13.4,9.5,17.3,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,268,Shelburne,15,Total,Asthma,44,132,33.3,23.5,43.2,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,269,Sherborn,15,Total,Asthma,81,699,11.6,9.1,14.1,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,270,Shirley,15,Total,Asthma,50,651,7.7,5.6,9.8,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,271,Shrewsbury,15,Total,Asthma,345,4743,7.3,6.5,8,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,272,Shutesbury,15,Total,Asthma,14,195,7.2,3.4,10.9,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,273,Somerset,15,Total,Asthma,210,1740,12.1,10.4,13.7,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,274,Somerville,15,Total,Asthma,343,3889,8.8,7.9,9.8,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,275,South Hadley,15,Total,Asthma,215,1511,14.2,12.3,16.1,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,276,Southampton,15,Total,Asthma,93,632,14.7,11.7,17.7,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,277,Southborough,15,Total,Asthma,131,1594,8.2,6.8,9.6,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,278,Southbridge,15,Total,Asthma,387,1878,20.6,18.6,22.7,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,279,Southwick,15,Total,Asthma,160,1170,13.7,11.6,15.8,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,280,Spencer,15,Total,Asthma,123,1262,9.7,8,11.5,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,281,Springfield,15,Total,Asthma,3679,20795,17.7,17.1,18.3,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,282,Sterling,15,Total,Asthma,69,988,7,5.3,8.6,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,283,Stockbridge,15,Total,Asthma,12,131,9.2,4,14.3,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,284,Stoneham,15,Total,Asthma,139,2122,6.6,5.5,7.6,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,285,Stoughton,15,Total,Asthma,319,2748,11.6,10.3,12.9,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,286,Stow,15,Total,Asthma,96,962,10,8,12,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,287,Sturbridge,15,Total,Asthma,120,1101,10.9,8.9,12.8,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,288,Sudbury,15,Total,Asthma,272,3068,8.9,7.8,9.9,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,289,Sunderland,15,Total,Asthma,23,240,9.6,5.7,13.5,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,290,Sutton,15,Total,Asthma,138,1294,10.7,8.9,12.4,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,291,Swampscott,15,Total,Asthma,150,1595,9.4,7.9,10.9,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,292,Swansea,15,Total,Asthma,186,1563,11.9,10.2,13.6,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,293,Taunton,15,Total,Asthma,733,6201,11.8,11,12.7,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,294,Templeton,15,Total,Asthma,131,932,14.1,11.6,16.5,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,295,Tewksbury,15,Total,Asthma,340,3382,10.1,9,11.1,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,296,Tisbury,15,Total,Asthma,33,338,9.8,6.4,13.1,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,297,Tolland,15,Total,Asthma,NS,50,NS,NS,NS,NS,        ,80440,696904,11.5,11.4,11.6
2009-2010,Total,298,Topsfield,15,Total,Asthma,96,893,10.8,8.6,12.9,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,299,Townsend,15,Total,Asthma,153,1137,13.5,11.3,15.6,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,300,Truro,15,Total,Asthma,13,129,10.1,4.6,15.6,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,301,Tyngsborough,15,Total,Asthma,247,1574,15.7,13.7,17.6,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,302,Tyringham,15,Total,Asthma,0,21,0,0,30.5,Not statistically significantly different,Unstable,80440,696904,11.5,11.4,11.6
2009-2010,Total,303,Upton,15,Total,Asthma,135,1133,11.9,9.9,13.9,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,304,Uxbridge,15,Total,Asthma,139,1651,8.4,7,9.8,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,305,Wakefield,15,Total,Asthma,287,2563,11.2,9.9,12.5,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,306,Wales,15,Total,Asthma,24,180,13.3,8,18.7,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,307,Walpole,15,Total,Asthma,357,3206,11.1,10,12.3,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,308,Waltham,15,Total,Asthma,374,3714,10.1,9,11.1,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,309,Ware,15,Total,Asthma,193,1099,17.6,15.1,20,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,310,Wareham,15,Total,Asthma,173,2313,7.5,6.4,8.6,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,311,Warren,15,Total,Asthma,101,601,16.8,13.5,20.1,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,312,Warwick,15,Total,Asthma,16,65,24.6,12.6,36.7,Statistically significantly higher,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,313,Washington,15,Total,Asthma,NS,34,NS,NS,NS,NS,        ,80440,696904,11.5,11.4,11.6
2009-2010,Total,314,Watertown,15,Total,Asthma,166,2027,8.2,6.9,9.4,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,315,Wayland,15,Total,Asthma,173,1828,9.5,8.1,10.9,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,316,Webster,15,Total,Asthma,163,1697,9.6,8.1,11.1,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,317,Wellesley,15,Total,Asthma,472,4108,11.5,10.5,12.5,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,318,Wellfleet,15,Total,Asthma,13,208,6.3,2.9,9.6,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,319,Wendell,15,Total,Asthma,9,60,15,5.2,24.8,Not statistically significantly different,Unstable,80440,696904,11.5,11.4,11.6
2009-2010,Total,320,Wenham,15,Total,Asthma,45,547,8.2,5.8,10.6,Statistically significantly lower,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,321,West Boylston,15,Total,Asthma,65,652,10,7.5,12.4,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
2009-2010,Total,322,West Bridgewater,15,Total,Asthma,88,833,10.6,8.4,12.8,Not statistically significantly different,Stable  ,80440,696904,11.5,11.4,11.6
